R_no,r_worksers,p_workers,test_results,c_r_src,c_r_tar,c_r_all,f1_score,tr_acc
1,"[4, 18, 2, 8, 3, 7, 12, 14, 13, 10]","[12, 8, 18]",81.062,72.71,41.655,0.811,0.804,"[72.07, 70.27, 73.03, 69.07, 71.73, 72.3, 70.37, 72.27, 73.8, 70.37]"
